ISIN,FY,ROE_Pct,ROCE_Pct,DebtEquity,EPS,Sales,FixedAssets,CWIP
INE182D01020,FY26,8.92,10.94,0.04,30.59,496.12,14.16,0.0
INE196A01026,FY23,34.27,40.28,0.16,10.05,9689.0,901.0,94.0
INE196A01026,FY24,38.65,45.53,0.14,11.43,9573.0,968.0,59.0
INE196A01026,FY25,40.98,47.49,0.14,12.56,10733.0,1007.0,66.0
INE196A01026,FY26,41.85,48.56,0.13,13.59,13548.0,1239.0,150.0
INE01JE01028,FY23,8.16,11.47,0.32,1.36,441.97,37.67,0.0
INE01JE01028,FY24,10.33,12.86,0.39,2.02,621.72,60.21,17.12
INE01JE01028,FY25,9.52,14.49,0.14,2.81,767.1,56.01,6.63
INE01JE01028,FY26,11.84,16.3,0.18,,876.94,64.52,13.5
INE750C01026,FY23,15.26,18.38,0.07,6.41,1849.62,392.84,13.2
INE750C01026,FY24,15.19,18.83,0.12,6.92,2174.2,693.22,17.51
INE750C01026,FY25,15.43,18.49,0.13,8.4,2614.45,899.85,13.44
INE750C01026,FY26,13.82,17.37,0.11,9.22,2941.64,941.24,15.37
INE585B01010,FY23,11.08,14.09,0.02,262.84,113764.8,32136.2,4743.0
INE585B01010,FY24,15.75,20.54,0.0,429.01,136483.8,36320.7,8909.6
INE585B01010,FY25,15.07,20.57,0.0,461.2,147468.6,41349.1,8856.5
INE585B01010,FY26,13.7,18.05,0.0,466.9,177094.1,44762.7,10743.2
INE348L01012,FY23,13.38,4.16,3.87,12.39,774.78,73.07,57.66
INE348L01012,FY24,14.08,3.82,4.0,15.31,1008.33,93.37,69.8
INE348L01012,FY25,11.9,3.58,3.52,17.48,1271.31,115.22,91.48
INE348L01012,FY26,12.48,3.81,3.47,20.46,1531.77,192.21,125.76
INE759A01021,FY23,17.41,21.64,0.24,95.53,2558.2,95.56,6.66
INE759A01021,FY24,14.39,16.45,0.25,97.25,3049.24,89.08,0.94
INE759A01021,FY25,15.27,16.46,0.24,120.65,3455.23,84.11,1.88
INE759A01021,FY26,13.5,16.13,0.15,129.5,3698.75,72.76,1.58
INE677D01037,FY23,18.05,21.61,0.44,6.06,288.51,13.82,0.0
INE677D01037,FY24,21.43,28.96,0.37,9.79,411.12,15.3,0.0
INE677D01037,FY25,20.56,26.71,0.4,11.2,583.84,14.8,0.0
INE677D01037,FY26,15.43,22.19,0.28,10.6,575.77,13.93,0.0
INE866R01028,FY23,18.45,19.22,0.27,20.72,455.77,79.8,0.46
INE866R01028,FY24,17.0,19.97,0.2,22.25,481.36,64.99,0.72
INE866R01028,FY25,18.74,21.19,0.22,20.56,455.84,65.67,0.27
INE866R01028,FY26,16.55,18.69,0.24,15.92,459.99,63.42,0.12
INE03EI01018,FY23,1.57,1.9,0.71,1.29,107.34,19.0,0.0
INE03EI01018,FY24,-3.6,-1.16,0.85,-2.87,92.94,19.0,0.0
INE03EI01018,FY25,1.79,2.47,0.73,1.7,160.49,430.1,414.54
INE03EI01018,FY26,0.52,1.82,1.0,,199.45,34.82,20.24
INE027H01010,FY23,14.89,13.65,0.12,11.36,4488.95,2343.8,324.72
INE027H01010,FY24,12.58,14.53,0.15,10.84,5309.48,3824.91,579.08
INE027H01010,FY25,11.47,12.55,0.32,11.01,6910.36,6496.22,1034.3
INE027H01010,FY26,13.42,13.29,0.32,,8225.43,7673.66,693.7
INE0CG601016,FY23,-1.92,0.55,0.08,-2.06,201.03,90.88,0.22
INE0CG601016,FY24,-11.45,-8.3,0.09,-12.36,175.63,123.86,11.78
INE0CG601016,FY25,-39.14,-28.27,0.29,-31.55,145.49,174.25,21.12
INE0CG601016,FY26,-29.84,-21.24,0.24,-23.85,190.56,182.83,2.28
INE040D01038,FY23,13.83,17.16,0.03,23.69,767.65,243.55,1.7
INE040D01038,FY24,14.12,18.22,0.02,27.86,794.95,234.96,2.77
INE040D01038,FY25,15.62,21.06,0.01,34.18,880.14,223.07,1.02
INE040D01038,FY26,16.93,22.83,0.01,44.13,967.02,215.23,2.55
INE249Z01020,FY23,23.51,29.62,0.0,27.74,7584.03,1068.52,61.62
INE249Z01020,FY24,31.02,38.88,0.0,48.02,9068.01,887.83,68.24
INE249Z01020,FY25,30.4,38.76,0.0,59.83,11196.04,1577.46,133.2
INE249Z01020,FY26,26.48,32.43,0.05,64.04,12973.07,2274.24,251.84
INE900L01028,FY23,37.82,29.35,0.98,1.42,508.09,208.1,4.95
INE900L01028,FY24,7.08,12.1,0.83,0.57,492.78,286.28,21.64
INE900L01028,FY25,14.23,16.99,0.79,1.31,1059.17,388.66,109.95
INE900L01028,FY26,27.32,14.69,1.56,,1866.98,713.61,277.48
INE08N601015,FY23,18.22,18.42,0.83,5.76,880.47,77.38,1.86
INE08N601015,FY24,19.58,18.09,0.88,7.99,795.06,142.29,66.23
INE08N601015,FY25,25.14,24.57,0.62,13.48,988.55,175.35,2.18
INE08N601015,FY26,14.1,19.04,0.13,,1259.72,190.17,14.19
INE942G01012,FY23,-185.57,-35.33,3.44,-101.14,1329.13,1226.62,48.59
INE942G01012,FY24,-124.6,-7.46,7.57,-29.83,1117.55,1124.74,45.11
INE942G01012,FY25,-349.34,-0.95,33.57,-18.94,1185.41,1102.14,41.44
INE942G01012,FY26,244.6,-15.68,-29.62,-11.82,1154.39,1063.32,38.35
INE613C01026,FY23,24.89,20.61,0.73,1.32,427.47,104.38,1.49
INE613C01026,FY24,25.27,23.51,0.69,1.76,560.43,128.98,5.79
INE613C01026,FY25,19.84,21.6,0.5,1.95,597.24,99.83,4.36
INE613C01026,FY26,16.64,17.57,0.43,,697.88,118.25,5.16
INE745G01043,FY23,10.07,12.88,0.0,5.85,447.69,185.54,54.14
INE745G01043,FY24,6.03,7.41,0.0,3.26,583.54,193.33,7.94
INE745G01043,FY25,29.72,37.12,0.0,21.96,1112.66,231.2,6.63
INE745G01043,FY26,46.75,59.27,0.0,52.22,2302.0,265.13,28.0
INE474Q01031,FY23,13.43,14.84,0.46,12.57,2682.8,2371.9,326.98
INE474Q01031,FY24,16.46,18.87,0.28,17.8,3240.94,2617.9,386.28
INE474Q01031,FY25,14.22,17.36,0.21,17.92,3692.34,3036.06,528.52
INE474Q01031,FY26,14.05,15.42,0.3,20.66,4410.27,3910.92,816.37
INE456Z01021,FY23,19.66,26.16,0.08,10.76,502.38,56.75,2.46
INE456Z01021,FY24,14.19,17.57,0.06,9.53,633.29,55.11,0.44
INE456Z01021,FY25,16.78,16.38,0.38,12.85,723.32,84.01,0.0
INE456Z01021,FY26,10.48,11.39,0.06,12.14,904.77,93.71,0.0
INE804L01022,FY23,3.34,5.44,0.6,4.17,4528.68,1117.97,27.43
INE804L01022,FY24,4.15,6.57,0.64,5.45,5573.54,1202.7,6.78
INE804L01022,FY25,8.64,9.99,0.64,12.52,6087.46,1262.38,13.8
INE804L01022,FY26,11.12,11.64,0.72,18.29,6835.33,1578.4,33.19
INE0VDM01015,FY23,-67.64,-67.26,0.0,-3.7,5734.52,34.15,0.0
INE0VDM01015,FY24,-14.69,-13.96,0.03,-0.73,7615.15,110.39,0.0
INE0VDM01015,FY25,-272.68,-96.29,0.04,-8.73,9389.9,95.34,0.0
INE0VDM01015,FY26,-30.95,-26.98,0.01,-3.11,12626.35,125.74,0.0
INE0PKD01011,FY23,26.33,22.38,1.03,8.95,354.31,33.8,0.3
INE0PKD01011,FY24,18.22,19.05,0.8,7.58,449.48,41.11,1.68
INE0PKD01011,FY25,29.17,25.34,0.92,17.12,549.42,51.22,12.0
INE0PKD01011,FY26,7.31,10.97,0.08,17.46,579.68,78.54,9.13
INE071D01033,FY23,24.45,30.57,0.11,5.82,214.72,84.7,8.3
INE071D01033,FY24,16.81,20.18,0.24,4.35,208.48,94.3,14.12
INE071D01033,FY25,15.73,18.59,0.27,4.45,236.89,111.56,9.1
INE071D01033,FY26,20.64,23.65,0.25,6.83,290.17,119.4,0.09
INE317I01021,FY23,23.35,22.17,0.61,13.26,2126.44,1152.47,17.25
INE317I01021,FY24,22.13,18.37,0.59,15.11,2355.89,1329.39,8.88
INE317I01021,FY25,20.51,20.23,0.72,12.84,2507.39,1447.8,9.42
INE317I01021,FY26,20.61,18.58,0.79,15.06,2863.63,1839.73,13.63
INE112L01020,FY23,14.46,17.08,0.27,6.95,1148.21,310.92,0.27
INE112L01020,FY24,11.66,15.25,0.18,6.22,1207.71,336.37,0.34
INE112L01020,FY25,10.89,13.64,0.15,7.04,1331.2,361.47,0.95
INE112L01020,FY26,12.56,16.26,0.15,9.19,1645.85,415.03,5.02
INE180A01020,FY23,10.76,12.13,0.24,10.97,31327.98,385.71,0.81
INE180A01020,FY24,8.8,9.45,0.22,9.9,46494.38,407.41,1.98
INE180A01020,FY25,6.2,7.2,0.27,9.53,46396.02,510.75,3.13
INE180A01020,FY26,1.59,2.05,0.44,2.45,47590.51,584.85,0.83
INE002S01010,FY23,19.11,25.06,0.03,79.98,6277.27,3755.22,734.66
INE002S01010,FY24,25.04,33.03,0.03,130.06,6266.91,4624.59,845.91
INE002S01010,FY25,17.7,22.76,0.03,105.31,7227.51,5572.66,1150.64
INE002S01010,FY26,13.09,17.38,0.03,85.15,8206.56,6370.07,1385.19
INE998I01010,FY23,29.54,9.6,6.73,5.73,2400.11,4487.86,210.56
INE998I01010,FY24,25.95,9.16,6.15,5.74,2574.05,4672.22,217.48
INE998I01010,FY25,18.19,8.89,4.46,6.33,2640.17,5261.99,397.85
INE998I01010,FY26,8.94,6.94,4.92,3.44,2849.27,5927.58,354.06
INE287C01037,FY23,0.24,0.79,0.18,0.01,5.01,40.99,0.03
INE287C01037,FY24,50.7,14.51,0.1,2.79,50.03,25.87,0.12
INE287C01037,FY25,4.42,6.54,0.22,0.4,94.76,88.81,42.08
INE287C01037,FY26,-5.84,8.73,0.2,-0.53,190.52,45.69,0.0
INE099Z01011,FY23,12.16,13.68,0.38,8.34,849.88,1092.8,81.93
INE099Z01011,FY24,6.96,9.48,0.33,4.9,1031.19,1112.79,85.01
INE099Z01011,FY25,7.83,10.55,0.25,5.92,1052.79,1099.89,28.7
INE099Z01011,FY26,8.59,10.83,0.27,,1182.03,1079.4,15.8
INE0XAD01024,FY26,10.89,13.64,0.2,29.45,645.62,512.39,90.37
INE842C01021,FY23,17.88,14.57,0.45,11.89,4227.9,961.3,96.9
INE842C01021,FY24,11.47,14.41,0.27,9.49,4580.1,1133.4,83.3
INE842C01021,FY25,11.6,10.49,0.73,10.68,4964.5,1449.2,102.2
INE842C01021,FY26,13.63,12.13,0.56,15.07,6066.1,1676.4,229.9
INE110B01017,FY23,10.89,13.75,0.03,6.46,336.73,7.05,0.0
INE110B01017,FY24,12.36,15.43,0.01,8.55,385.53,4.04,0.0
INE110B01017,FY25,11.04,13.61,0.03,8.98,424.42,9.2,0.0
INE110B01017,FY26,10.38,13.02,0.01,9.85,407.3,4.22,0.0
INE227C01017,FY23,19.01,14.45,1.12,26.5,1461.88,864.12,62.57
INE227C01017,FY24,17.12,13.48,1.18,55.94,1563.07,1035.13,123.61
INE227C01017,FY25,13.79,10.85,1.33,25.52,1525.18,1345.11,383.31
INE227C01017,FY26,10.12,8.73,1.27,,1589.87,1432.81,334.84
INE511Y01018,FY23,8.29,10.11,0.22,8.39,537.94,177.3,17.84
INE511Y01018,FY24,10.95,12.25,0.32,12.46,578.42,211.89,29.38
INE511Y01018,FY25,12.02,12.78,0.48,15.31,691.86,254.16,31.66
INE511Y01018,FY26,8.95,10.06,0.53,,824.0,288.52,38.32
INE123F01029,FY23,110.66,116.89,0.14,10.42,3527.4,29.9,0.0
INE123F01029,FY24,12.14,12.64,0.0,1.28,5.13,25.92,0.0
INE123F01029,FY25,5.09,6.76,0.0,0.58,2.69,21.69,0.01
INE123F01029,FY26,18.27,30.15,0.0,,3.41,16.21,0.0
INE0HLU01028,FY23,-58.74,-17.55,1.44,-14.66,539.47,14.54,0.0
INE0HLU01028,FY24,8.66,8.16,1.37,2.38,875.0,15.83,0.0
INE0HLU01028,FY25,-20.65,-10.47,0.5,-19.27,1170.17,25.33,0.0
INE0HLU01028,FY26,-11.52,-4.24,0.51,,1119.23,22.24,0.0
INE537F01012,FY23,1.31,2.29,1.74,0.84,417.73,119.51,92.5
INE537F01012,FY24,-1.52,1.87,1.87,-1.09,395.4,148.9,0.03
INE537F01012,FY25,25.52,17.89,1.22,23.32,638.07,169.17,24.41
INE537F01012,FY26,29.21,21.05,0.94,37.79,680.82,233.0,19.49
INE0L0L01012,FY23,17.87,23.63,0.23,3.41,38.71,0.0,0.0
INE0L0L01012,FY24,6.92,8.73,0.07,3.51,57.78,1.96,0.0
INE0L0L01012,FY25,18.12,21.27,0.03,11.8,102.91,0.95,0.0
INE0L0L01012,FY26,18.63,23.35,0.04,14.89,189.31,0.58,0.0
INE737D01021,FY23,5.97,8.68,0.03,3.44,334.14,75.75,10.35
INE737D01021,FY24,10.5,13.47,0.16,6.58,403.8,89.38,13.82
INE737D01021,FY25,11.39,13.44,0.34,7.61,489.42,96.06,6.82
INE737D01021,FY26,26.41,23.34,0.64,,709.58,100.19,8.7
INE490G01020,FY23,11.17,11.75,0.0,12.31,1334.63,1097.82,285.36
INE490G01020,FY24,11.96,12.05,0.0,14.42,1442.52,1223.45,356.85
INE490G01020,FY25,14.47,14.23,0.0,18.76,1584.94,1388.16,465.39
INE490G01020,FY26,9.87,9.04,0.0,13.14,1472.84,1437.16,483.47
INE0CT101020,FY23,14.24,13.17,0.49,9.35,2527.58,1509.68,345.57
INE0CT101020,FY24,-6.94,-3.57,0.55,-4.17,1548.45,1658.95,508.62
INE0CT101020,FY25,-0.7,3.35,0.55,-0.42,2079.74,1640.36,77.09
INE0CT101020,FY26,1.86,6.78,0.47,1.13,2173.96,1562.33,78.51
INE835B01035,FY23,28.2,35.54,0.07,10.15,146.88,31.48,0.0
INE835B01035,FY24,22.89,28.83,0.08,9.72,160.74,33.49,0.1
INE835B01035,FY25,10.34,13.68,0.06,4.22,145.85,30.96,0.26
INE835B01035,FY26,7.88,10.26,0.04,3.51,181.68,28.03,0.03
INE893J01029,FY23,14.4,17.58,0.08,24.37,725.83,397.16,23.89
INE893J01029,FY24,11.2,13.31,0.21,20.07,695.58,499.09,24.58
INE893J01029,FY25,9.49,11.7,0.28,18.22,781.32,594.48,45.77
INE893J01029,FY26,10.56,12.74,0.31,21.93,886.61,634.84,13.87
INE903D01011,FY23,19.37,27.53,0.01,6.34,150.91,16.56,8.38
INE903D01011,FY24,35.6,38.16,0.33,9.09,239.19,20.57,7.99
INE903D01011,FY25,18.73,26.1,0.01,19.89,305.18,27.4,6.24
INE903D01011,FY26,18.65,24.9,0.04,22.81,268.8,21.4,0.0
INE950M01013,FY23,17.07,17.75,0.43,63.92,1115.97,301.22,27.68
INE950M01013,FY24,7.54,10.09,0.48,28.91,1060.56,340.01,14.43
INE950M01013,FY25,9.73,11.98,0.62,39.15,1100.41,394.05,8.91
INE950M01013,FY26,12.37,13.32,0.64,54.05,1275.91,409.85,23.55
INE083A01026,FY23,5.14,7.42,0.03,0.77,1413.95,247.65,80.66
INE083A01026,FY24,11.35,15.88,0.03,1.88,1682.13,301.3,88.09
INE083A01026,FY25,10.21,12.96,0.09,2.2,1811.58,456.9,114.9
INE083A01026,FY26,7.61,9.37,0.17,1.73,1805.69,415.59,21.55
INE935B01025,FY23,5.46,7.46,0.64,0.35,198.36,37.82,0.0
INE935B01025,FY24,3.67,5.12,0.26,0.52,293.91,27.26,0.0
INE935B01025,FY25,10.17,11.75,0.06,1.75,466.84,23.86,0.0
INE935B01025,FY26,8.62,8.17,0.22,1.82,585.15,57.68,0.0
INE775A01035,FY23,6.66,7.72,0.61,1.47,77870.7,19039.1,1476.5
INE775A01035,FY24,10.39,11.28,0.76,2.67,97779.4,24136.5,2482.9
INE775A01035,FY25,10.9,13.15,0.49,3.67,112540.9,26604.6,2775.4
INE775A01035,FY26,9.42,11.72,0.47,3.66,125022.9,33349.5,4880.3
INE338I01027,FY23,14.9,10.92,1.64,15.66,3818.94,414.93,0.0
INE338I01027,FY24,27.96,17.94,1.57,10.18,5174.37,545.17,0.0
INE338I01027,FY25,22.58,17.36,1.33,41.0,6431.6,796.64,114.63
INE338I01027,FY26,14.5,11.01,1.65,30.46,8208.72,694.32,0.0
INE0FRK01020,FY23,16.15,15.62,1.22,0.23,366.2,7.31,0.0
INE0FRK01020,FY24,9.82,14.04,0.34,0.43,416.76,7.22,0.0
INE0FRK01020,FY25,10.44,14.04,0.18,0.42,462.11,5.57,0.0
INE0FRK01020,FY26,12.77,16.99,0.08,0.65,489.54,5.08,0.0
INE356A01018,FY23,20.64,25.26,0.13,86.37,13798.5,1046.48,74.67
INE356A01018,FY24,17.68,19.93,0.27,81.83,13278.52,1000.88,79.34
INE356A01018,FY25,17.68,21.06,0.2,89.36,14229.99,887.71,66.13
INE356A01018,FY26,17.34,20.3,0.24,97.54,15879.65,972.39,80.77
INE943D01017,FY23,25.56,34.05,0.02,63.87,500.45,25.67,0.0
INE943D01017,FY24,25.83,34.91,0.01,69.96,545.31,24.56,0.0
INE943D01017,FY25,31.12,41.88,0.01,87.73,726.89,25.64,0.0
INE943D01017,FY26,29.05,35.21,0.1,102.06,768.37,44.66,0.0
INE883A01011,FY23,5.23,7.83,0.2,1813.04,22850.56,13594.28,3502.25
INE883A01011,FY24,12.46,16.08,0.17,4907.24,25010.81,14614.98,2594.5
INE883A01011,FY25,10.07,12.7,0.2,4416.92,27974.8,14467.38,1266.16
INE883A01011,FY26,11.57,14.81,0.15,5720.39,30931.67,14213.91,1269.39
INE103A01014,FY23,26.92,19.87,1.72,15.15,108975.56,21293.43,1288.01
INE103A01014,FY24,27.08,25.43,0.96,20.52,90373.08,21450.34,1428.46
INE103A01014,FY25,0.43,4.14,1.01,0.32,94645.52,21196.55,1510.65
INE103A01014,FY26,13.56,16.41,1.08,10.98,88627.37,21598.44,1555.85
INE752G01015,FY23,-8.87,0.9,1.41,-1.31,2534.48,826.64,0.59
INE752G01015,FY24,2.47,7.08,1.34,0.34,2854.67,816.46,0.0
INE752G01015,FY25,-2.9,6.75,0.27,-0.62,2905.25,795.72,5.74
INE752G01015,FY26,3.28,1.77,0.31,0.56,2842.96,809.05,18.15
INE255X01014,FY23,30.76,35.35,0.18,34.37,291.03,139.95,0.08
INE255X01014,FY24,25.51,35.1,0.22,23.44,282.32,173.06,110.51
INE255X01014,FY25,55.13,57.52,0.2,57.82,310.96,189.29,129.65
INE255X01014,FY26,24.16,27.88,0.16,,369.66,201.07,0.0
INE0FS801015,FY23,36.6,39.91,0.28,0.73,7022.6,642.2,63.0
INE0FS801015,FY24,38.07,45.06,0.15,0.96,8274.0,624.5,24.8
INE0FS801015,FY25,35.68,42.18,0.16,0.91,9271.6,729.0,38.4
INE0FS801015,FY26,28.92,35.38,0.11,0.94,11428.7,784.1,4.7
INE864I01014,FY23,16.68,19.88,0.23,33.62,563.02,359.5,69.3
INE864I01014,FY24,8.3,10.59,0.28,18.24,572.6,430.74,90.93
INE864I01014,FY25,7.26,10.35,0.24,17.19,664.65,500.6,64.47
INE864I01014,FY26,11.43,12.97,0.46,30.57,865.4,546.59,34.4
INE153A01019,FY23,13.98,-9.21,-1.36,-46.27,876.54,3195.99,61.15
INE153A01019,FY24,13.82,-12.01,-1.27,-51.87,759.17,2923.87,88.21
INE153A01019,FY25,12.36,-7.43,-1.21,-52.82,1129.61,2674.42,32.81
INE153A01019,FY26,10.37,-2.26,-1.18,,956.37,2314.55,12.53
INE08KJ01020,FY23,5.28,3.16,1.24,0.58,33.09,2.86,0.0
INE08KJ01020,FY24,6.58,2.45,2.62,1.05,90.27,7.24,0.0
INE08KJ01020,FY25,7.27,2.53,2.65,1.16,180.88,6.11,0.0
INE08KJ01020,FY26,4.92,1.87,2.43,,207.58,7.24,0.0
INE220Q01020,FY23,27.55,25.24,0.68,12.05,498.18,234.97,0.31
INE220Q01020,FY24,17.33,16.91,0.74,9.2,567.33,280.04,1.32
INE220Q01020,FY25,16.68,18.13,0.58,10.52,618.18,290.17,1.12
INE220Q01020,FY26,10.81,13.39,0.52,7.25,592.1,275.11,0.76
INE304A01026,FY23,20.12,14.81,1.76,11.89,5545.69,485.93,29.72
INE304A01026,FY24,11.48,10.78,1.64,7.19,5155.3,501.14,49.55
INE304A01026,FY25,7.99,9.89,1.64,5.24,4874.46,709.64,172.9
INE304A01026,FY26,39.69,20.6,1.11,41.81,4846.05,776.78,150.1
INE0CG401037,FY23,29.82,18.93,1.77,1.47,1156.36,84.4,1.02
INE0CG401037,FY24,17.69,13.98,0.92,3.1,1342.11,86.53,3.02
INE0CG401037,FY25,10.54,10.91,1.03,1.55,980.03,101.51,15.65
INE0CG401037,FY26,10.43,10.07,1.56,1.74,1403.52,208.74,30.47
INE672B01032,FY23,14.61,13.88,0.73,5.61,1968.06,422.72,8.23
INE672B01032,FY24,9.59,12.43,0.69,3.85,1868.18,405.22,9.15
INE672B01032,FY25,8.75,10.11,0.84,3.64,2066.37,456.3,19.12
INE672B01032,FY26,8.98,11.67,0.95,,2295.15,461.62,6.55
INE577A01027,FY23,4.9,6.49,0.0,7.98,1234.59,128.6,2.02
INE577A01027,FY24,4.63,5.47,0.0,7.69,1167.73,121.18,0.09
INE577A01027,FY25,4.28,5.22,0.0,7.22,1244.63,117.3,0.82
INE577A01027,FY26,3.23,4.38,0.0,5.47,1309.21,111.24,0.71
INE414G01012,FY23,16.67,,2.56,89.98,7710.16,421.95,80.49
INE414G01012,FY24,17.22,,2.7,107.71,9656.4,556.45,119.81
INE414G01012,FY25,18.16,,3.36,132.83,12852.78,665.96,31.9
INE414G01012,FY26,27.06,,3.86,263.79,20264.93,692.45,18.31
INE046W01019,FY23,10.08,2.74,4.07,9.61,1291.04,153.77,0.0
INE046W01019,FY24,16.03,5.25,3.06,30.25,1984.41,191.7,0.0
INE046W01019,FY25,-8.45,-2.52,3.08,-13.29,2430.13,222.46,0.0
INE046W01019,FY26,5.97,1.81,3.4,10.15,2205.64,198.82,0.0
INE0OWZ01020,FY23,9.44,9.95,1.72,0.44,67.94,10.52,3.33
INE0OWZ01020,FY24,3.37,7.31,2.03,0.2,49.88,12.87,0.0
INE0OWZ01020,FY25,7.83,11.1,1.84,,62.64,11.87,0.0
INE0KNT01012,FY23,20.78,16.54,1.41,14.66,2027.34,64.01,0.75
INE0KNT01012,FY24,13.1,14.52,0.69,18.37,2149.67,59.06,0.82
INE0KNT01012,FY25,13.97,15.17,0.56,20.56,2384.02,69.74,1.15
INE0KNT01012,FY26,13.8,14.3,0.59,,2744.03,64.19,1.44
INE0JYY01029,FY23,12.75,8.56,0.63,0.76,644.48,90.61,0.0
INE0JYY01029,FY24,12.1,12.15,0.57,0.84,817.84,100.82,1.6
INE0JYY01029,FY25,11.52,11.91,0.75,1.03,1060.71,95.12,0.0
INE0JYY01029,FY26,16.72,16.37,0.79,1.69,1207.98,107.28,16.36
INE295D01020,FY23,16.53,12.69,1.26,4.38,2097.0,458.39,57.9
INE295D01020,FY24,-11.52,-1.2,1.54,-2.71,1756.23,463.28,29.46
INE295D01020,FY25,-21.57,-8.05,0.93,-4.27,1213.43,455.47,23.5
INE295D01020,FY26,0.67,4.97,0.46,0.21,1573.03,458.67,9.9
INE289A01011,FY23,8.22,10.96,0.28,19.8,1763.76,494.09,37.03
INE289A01011,FY24,1.0,2.51,0.54,2.25,1464.22,524.72,56.61
INE289A01011,FY25,1.87,4.37,0.62,4.28,1524.88,550.93,42.46
INE289A01011,FY26,4.92,6.36,0.65,,1403.58,576.48,66.15
INE308A01027,FY23,5.54,5.74,0.21,17.57,719.82,273.45,3.97
INE308A01027,FY24,0.71,-0.06,0.16,2.31,597.25,244.16,0.0
INE308A01027,FY25,5.91,6.86,0.12,19.27,665.94,223.14,0.0
INE308A01027,FY26,9.1,10.41,0.09,,704.2,202.21,22.29
INE290A01027,FY23,7.13,7.85,0.47,32.24,2736.18,1000.6,170.2
INE290A01027,FY24,-3.45,0.14,0.78,-13.84,2954.7,963.56,52.66
INE290A01027,FY25,0.83,3.68,0.74,3.09,3284.56,867.18,9.43
INE290A01027,FY26,1.44,3.22,0.65,,3217.92,841.91,32.0
INE298J01013,FY23,20.57,26.09,0.02,11.53,1349.82,14.04,2.49
INE298J01013,FY24,27.81,33.46,0.02,17.53,1643.22,91.96,1.61
INE298J01013,FY25,30.53,39.55,0.02,20.03,2230.69,629.46,4.08
INE298J01013,FY26,32.83,41.8,0.02,23.63,2708.74,676.42,2.26
INE987B01026,FY23,14.68,17.26,0.04,39.18,2696.9,2330.3,91.2
INE987B01026,FY24,23.72,27.08,0.06,77.34,3978.8,2504.0,206.3
INE987B01026,FY25,24.79,29.36,0.04,105.26,4429.5,2706.1,274.2
INE987B01026,FY26,15.38,15.37,0.08,,4078.3,2839.1,293.7
INE139A01034,FY23,10.93,13.98,0.01,7.81,14170.86,11312.74,3636.57
INE139A01034,FY24,13.82,18.78,0.01,10.83,13070.12,12244.41,4306.66
INE139A01034,FY25,29.59,39.3,0.02,28.68,16662.21,12882.33,5187.47
INE139A01034,FY26,26.83,35.64,0.01,31.56,17729.23,14189.7,6594.09
INE663F01032,FY23,-0.8,1.1,0.01,-1.67,2345.69,181.83,5.45
INE663F01032,FY24,1.9,2.95,0.01,8.88,2536.34,316.42,0.75
INE663F01032,FY25,2.76,5.6,0.01,14.83,2849.55,367.55,4.48
INE663F01032,FY26,3.82,5.63,0.01,22.36,3284.73,377.58,21.34
INE725A01030,FY23,15.4,18.16,0.51,31.96,3508.32,5207.04,47.76
INE725A01030,FY24,13.66,22.46,0.06,32.52,3801.96,5098.67,50.92
INE725A01030,FY25,14.34,19.17,0.12,37.63,3965.09,5777.45,748.74
INE725A01030,FY26,9.0,13.77,0.25,27.8,4269.02,7933.99,2730.36
INE048G01026,FY23,17.17,17.18,0.39,75.44,2065.38,1869.86,364.94
INE048G01026,FY24,11.35,10.93,0.57,54.49,2048.28,2511.35,777.48
INE048G01026,FY25,10.99,11.19,0.56,58.14,2329.62,2974.93,378.19
INE048G01026,FY26,16.69,18.89,0.32,130.47,3262.23,3340.27,162.09
INE278M01019,FY23,4.68,4.36,0.01,6.15,441.52,1717.27,137.57
INE278M01019,FY24,-0.09,0.96,0.1,-0.12,429.43,1897.89,22.88
INE278M01019,FY25,-2.35,-2.31,0.09,-3.01,476.28,1868.32,6.24
INE278M01019,FY26,1.54,3.0,0.09,2.0,676.12,1873.16,2.45
INE060A01024,FY23,17.78,21.53,0.25,9.04,1696.83,210.62,24.41
INE060A01024,FY24,19.45,20.02,0.2,11.12,1723.5,227.43,28.68
INE060A01024,FY25,41.38,47.15,0.11,33.97,1786.0,360.56,59.9
INE060A01024,FY26,17.24,22.05,0.05,16.0,1721.0,393.0,38.0
INE418L01047,FY23,3.57,8.18,0.03,1.49,1091.02,14.83,0.0
INE418L01047,FY24,2.83,5.44,0.01,2.04,1138.28,23.11,0.0
INE418L01047,FY25,2.65,2.85,0.08,2.37,1623.91,122.98,0.0
INE418L01047,FY26,2.76,1.84,0.06,27.62,1828.98,145.56,1.15
INE095N01031,FY23,13.71,28.99,0.0,0.99,8770.64,169.51,4.42
INE095N01031,FY24,18.04,34.62,0.0,1.49,10328.38,180.55,12.15
INE095N01031,FY25,21.83,30.45,0.0,2.0,12043.78,172.77,4.42
INE095N01031,FY26,23.86,32.85,0.0,2.67,12888.61,633.24,37.8
INE365I01020,FY23,0.22,0.33,0.0,21.46,10.16,0.0,0.0
INE365I01020,FY24,0.34,0.46,0.0,32.02,12.81,0.0,0.0
INE365I01020,FY25,0.26,0.33,0.0,28.72,13.14,0.0,0.0
INE365I01020,FY26,0.47,0.63,0.0,,17.55,0.0,0.0
