ISIN,Symbol,Name,Sector,IndustryGroup,MarketCap,CurrentPrice,NSECode,BSECode
INE151A01013,TATACOMM,Tata Communications Ltd.,Other Telecom Services,Telecom Services,50063.88,1756.1,TATACOMM,500483.0
INE09N301011,FLUOROCHEM,Gujarat Fluorochemicals Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,50025.69,4554.0,FLUOROCHEM,542812.0
INE571A01038,IPCALAB,Ipca Laboratories Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,49860.49,1965.3,IPCALAB,524494.0
INE259A01022,COLPAL,Colgate-Palmolive (India) Ltd.,Personal Products,FMCG,49751.61,1829.2,COLPAL,500830.0
INE01EA01019,VMM,Vishal Mega Mart Ltd.,Department Stores,Retailing,49724.56,106.14,VMM,544307.0
INE073K01018,SONACOMS,Sona BLW Precision Forgings Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,49243.73,789.0,SONACOMS,543300.0
INE628A01036,UPL,UPL Ltd.,Agrochemicals,Chemicals & Petrochemicals,49143.32,582.15,UPL,512070.0
INE068V01023,GLAND,Gland Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,48374.84,2932.4,GLAND,543245.0
INE084101034,INDOMIM,Indo-MIM Ltd.,Castings & Forgings,General Industrials,48038.82,971.5,INDOMIM,544837.0
INE878B01027,KEI,KEI Industries Ltd.,Wires & Cables,Consumer Durables,46366.29,4850.0,KEI,517569.0
INE466L01038,360ONE,360 One Wam Ltd.,Capital Markets,Banking and Finance,46340.08,1137.0,360ONE,542772.0
INE356A01018,MPHASIS,Mphasis Ltd.,IT Consulting & Software,Software & Services,46036.6,2422.0,MPHASIS,526299.0
INE171Z01026,BDL,Bharat Dynamics Ltd.,Aerospace & Defence,General Industrials,46003.59,1255.0,BDL,541143.0
INE0BS701011,PREMIERENE,Premier Energies Ltd.,Other Electrical Equipment/Products,Consumer Durables,45485.94,1002.0,PREMIERENE,544238.0
INE208C01025,AEGISLOG,Aegis Logistics Ltd.,Oil Marketing & Distribution,Oil & Gas,44584.02,1270.2,AEGISLOG,500003.0
INE415G01027,RVNL,Rail Vikas Nigam Ltd.,Construction & Engineering,Cement and Construction,44304.59,212.49,RVNL,542649.0
INE787D01026,BALKRISIND,Balkrishna Industries Ltd.,Auto Tyres & Rubber Products,Automobiles & Auto Components,44165.25,2284.6,BALKRISIND,502355.0
INE206F01022,AIIL,Authum Investment & Infrastructure Ltd.,Finance (including NBFCs),Banking and Finance,44151.23,519.9,AIIL,539177.0
INE195A01028,SUPREMEIND,Supreme Industries Ltd.,Plastic Products,General Industrials,44141.85,3475.0,SUPREMEIND,509930.0
INE048G01026,NAVINFLUOR,Navin Fluorine International Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,43903.48,8557.5,NAVINFLUOR,532504.0
INE819V01029,CPPLUS,Aditya Infotech Ltd.,IT Networking Equipment,Hardware Technology & Equipment,43825.57,3704.6,CPPLUS,544466.0
INE152A01029,THERMAX,Thermax Ltd.,Heavy Electrical Equipment,General Industrials,43344.3,3637.6,THERMAX,500411.0
INE031B01049,AJANTPHARM,Ajanta Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,43295.79,3464.8,AJANTPHARM,532331.0
INE347G01014,PETRONET,Petronet LNG Ltd.,Oil Marketing & Distribution,Oil & Gas,43215.0,288.1,PETRONET,532522.0
INE511C01022,POONAWALLA,Poonawalla Fincorp Ltd.,Finance (including NBFCs),Banking and Finance,41250.57,468.45,POONAWALLA,524000.0
INE930H01031,KPRMILL,KPR Mill Ltd.,Textiles,Textiles Apparels & Accessories,40549.39,1186.3,KPRMILL,532889.0
INE761H01022,PAGEIND,Page Industries Ltd.,Other Apparels & Accessories,Textiles Apparels & Accessories,40488.66,36300.0,PAGEIND,532827.0
INE006I01046,ASTRAL,Astral Ltd.,Plastic Products,General Industrials,40106.79,1492.9,ASTRAL,532830.0
INE474Q01031,MEDANTA,Global Health Ltd.,Healthcare Facilities,Healthcare,39518.78,1469.8,MEDANTA,543654.0
INE212H01026,AIAENG,AIA Engineering Ltd.,Castings & Forgings,General Industrials,39485.73,4231.2,AIAENG,532683.0
INE704P01025,COCHINSHIP,Cochin Shipyard Ltd.,Marine Port & Services,Transportation,39438.44,1499.1,COCHINSHIP,540678.0
INE823G01014,JKCEMENT,JK Cement Ltd.,Cement & Cement Products,Cement and Construction,39279.34,5083.5,JKCEMENT,532644.0
INE233A01035,GODREJIND,Godrej Industries Ltd.,Diversified,Diversified,39192.63,1163.5,GODREJIND,500164.0
INE913H01037,ENDURANCE,Endurance Technologies Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,39143.64,2782.8,ENDURANCE,540153.0
INE226A01021,VOLTAS,Voltas Ltd.,Consumer Electronics,Consumer Durables,38713.51,1170.0,VOLTAS,500575.0
INE111A01025,CONCOR,Container Corporation of India Ltd.,Warehousing & Logistics,Transportation,38690.19,508.0,CONCOR,531344.0
INE089C01029,STLTECH,Sterlite Technologies Ltd.,Telecom Cables,Telecommunications Equipment,38486.81,748.9,STLTECH,532374.0
INE335Y01020,IRCTC,Indian Railway Catering & Tourism Corporation Ltd.,Travel Support Services,Diversified Consumer Services,38084.0,476.05,IRCTC,542830.0
INE509F01029,CUPID,Cupid Ltd.,Personal Products,FMCG,38074.07,283.15,CUPID,530843.0
INE410P01011,NH,Narayana Hrudayalaya Ltd.,Healthcare Facilities,Healthcare,37980.45,1858.5,NH,539551.0
INE470Y01017,NIACL,The New India Assurance Company Ltd.,General Insurance,Banking and Finance,37889.17,229.91,NIACL,540769.0
INE589A01014,NLCINDIA,NLC India Ltd.,Power - Electric Utilities,Utilities,37862.11,273.05,NLCINDIA,513683.0
INE603J01030,PIIND,PI Industries Ltd.,Agrochemicals,Chemicals & Petrochemicals,37398.51,2465.0,PIIND,523642.0
INE619A01035,PATANJALI,Patanjali Foods Ltd.,Edible Oils,FMCG,37267.72,342.5,PATANJALI,500368.0
INE010V01017,LTTS,L&T Technology Services Ltd.,IT Consulting & Software,Software & Services,37056.05,3493.3,LTTS,540115.0
INE470A01017,3MINDIA,3M India Ltd.,Industrial Machinery,General Industrials,37000.22,32845.0,3MINDIA,523395.0
INE463V01026,ANANDRATHI,Anand Rathi Wealth Ltd.,Capital Markets,Banking and Finance,36793.09,2215.9,ANANDRATHI,543415.0
INE0LP301011,PWL,Physicswallah Ltd.,Education,Diversified Consumer Services,36673.01,126.42,PWL,544609.0
INE168P01015,EMCURE,Emcure Pharmaceuticals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,36566.42,1927.6,EMCURE,544210.0
INE031A01017,HUDCO,Housing and Urban Development Corporation Ltd.,Financial Institutions,Banking and Finance,36138.3,180.52,HUDCO,540530.0
INE302A01020,EXIDEIND,Exide Industries Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,36069.75,424.35,EXIDEIND,500086.0
INE596F01018,PTCIL,PTC Industries Ltd.,Other Industrial Products,General Industrials,35727.13,23830.0,PTCIL,539006.0
INE548A01028,HFCL,HFCL Ltd.,Telecom Cables,Telecommunications Equipment,35424.26,231.44,HFCL,500183.0
INE007A01025,CRISIL,Crisil Ltd.,Other Financial Services,Banking and Finance,35117.03,4802.0,CRISIL,500092.0
INE148O01028,DELHIVERY,Delhivery Ltd.,Warehousing & Logistics,Transportation,34304.35,457.9,DELHIVERY,543529.0
INE049B01025,WOCKPHARMA,Wockhardt Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,33939.75,2088.7,WOCKPHARMA,532300.0
INE019C01026,HSCL,Himadri Speciality Chemical Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,33859.45,671.05,HSCL,500184.0
INE686F01025,UBL,United Breweries Ltd.,Breweries & Distilleries,"Food, Beverages & Tobacco",33827.99,1279.4,UBL,532478.0
INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd.,Banks,Banking and Finance,33723.01,348.85,KARURVYSYA,590003.0
INE570L01029,SAILIFE,Sai Life Science Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,33649.61,1584.3,SAILIFE,544306.0
INE379A01028,ITCHOTELS,ITC Hotels Ltd.,Hotels,Hotels Restaurants & Tourism,33584.3,161.23,ITCHOTELS,544325.0
INE531F01023,NUVAMA,Nuvama Wealth Management Ltd.,Capital Markets,Banking and Finance,33446.66,1815.6,NUVAMA,543988.0
INE042A01014,ESCORTS,Escorts Kubota Ltd.,Commercial Vehicles,Automobiles & Auto Components,33214.28,2968.8,ESCORTS,500495.0
INE01NH01023,DHOOTTRANS,Dhoot Transmission Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,33048.84,1615.7,DHOOTTRANS,544867.0
INE00R701025,DALBHARAT,Dalmia Bharat Ltd.,Cement & Cement Products,Cement and Construction,32810.92,1749.3,DALBHARAT,542216.0
INE575P01011,STARHEALTH,Star Health and Allied Insurance Company Ltd.,General Insurance,Banking and Finance,32754.31,557.35,STARHEALTH,543412.0
INE142M01025,TATATECH,Tata Technologies Ltd.,IT Software Products,Software & Services,32484.14,800.0,TATATECH,544028.0
INE093A01041,HEXT,Hexaware Technologies Ltd.,IT Consulting & Software,Software & Services,32192.11,528.6,HEXT,544362.0
INE967H01025,KIMS,Krishna Institute of Medical Sciences Ltd.,Healthcare Facilities,Healthcare,32092.7,764.1,KIMS,543308.0
INE672A01026,TATAINVEST,Tata Investment Corporation Ltd.,Holding Companies,Diversified,32062.24,633.7,TATAINVEST,501301.0
INE146L01010,KIRLOSENG,Kirloskar Oil Engines Ltd.,Industrial Machinery,General Industrials,32042.03,2201.9,KIRLOSENG,533293.0
INE260B01028,GODFRYPHLP,Godfrey Phillips India Ltd.,Cigarettes-Tobacco Products,"Food, Beverages & Tobacco",31991.87,2051.0,GODFRYPHLP,500163.0
INE202E01016,IREDA,Indian Renewable Energy Development Agency Ltd.,Financial Institutions,Banking and Finance,31924.1,113.64,IREDA,544026.0
INE797F01020,JUBLFOOD,Jubilant Foodworks Ltd.,Restaurants,Hotels Restaurants & Tourism,31850.73,482.7,JUBLFOOD,533155.0
INE671A01010,HONAUT,Honeywell Automation India Ltd.,Other Electrical Equipment/Products,Consumer Durables,31524.37,35655.0,HONAUT,517174.0
INE0INX01018,AEGISVOPAK,Aegis Vopak Terminals Ltd.,Marine Port & Services,Transportation,31522.36,284.5,AEGISVOPAK,544407.0
INE600L01024,LALPATHLAB,Dr. Lal Pathlabs Ltd.,Healthcare Services,Healthcare,31513.61,1877.5,LALPATHLAB,539524.0
INE691A01018,UCOBANK,UCO Bank,Banks,Banking and Finance,31073.03,24.78,UCOBANK,532505.0
INE115A01026,LICHSGFIN,LIC Housing Finance Ltd.,Housing Finance,Banking and Finance,30916.29,562.05,LICHSGFIN,500253.0
INE0NT901020,NETWEB,Netweb Technologies India Ltd.,IT Consulting & Software,Software & Services,30870.26,5193.0,NETWEB,543945.0
INE404A01024,ABSLAMC,Aditya Birla Sun Life AMC Ltd.,Asset Management Cos.,Banking and Finance,30728.48,1062.3,ABSLAMC,543374.0
INE103A01014,MRPL,Mangalore Refinery And Petrochemicals Ltd.,Refineries/Petro-Products,Oil & Gas,30640.68,174.83,MRPL,500109.0
INE472A01039,BLUESTARCO,Blue Star Ltd.,Consumer Electronics,Consumer Durables,30513.24,1484.0,BLUESTARCO,500067.0
INE572E01012,PNBHOUSING,PNB Housing Finance Ltd.,Housing Finance,Banking and Finance,30409.73,1166.0,PNBHOUSING,540173.0
INE115Q01022,IKS,Inventurus Knowledge Solutions Ltd.,Healthcare Services,Healthcare,30195.17,1759.9,IKS,544309.0
INE00LO01017,CRAFTSMAN,Craftsman Automation Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,29810.79,11398.0,CRAFTSMAN,543276.0
INE810G01011,SHYAMMETL,Shyam Metalics and Energy Ltd.,Iron & Steel/Interm.Products,Metals & Mining,29735.92,1065.3,SHYAMMETL,543299.0
INE622W01025,ACMESOLAR,ACME Solar Holdings Ltd.,Green & Renewable Energy,Utilities,29547.35,418.0,ACMESOLAR,544283.0
INE839M01018,SCHNEIDER,Schneider Electric Infrastructure Ltd.,Heavy Electrical Equipment,General Industrials,29467.18,1232.4,SCHNEIDER,534139.0
INE506V01022,RUBICON,Rubicon Research Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,29271.01,1768.3,RUBICON,544578.0
INE736A01011,CDSL,Central Depository Services (India) Ltd.,Other Financial Services,Banking and Finance,29147.14,1394.6,CDSL,
INE794A01010,NEULANDLAB,Neuland Laboratories Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,29072.55,22660.0,NEULANDLAB,524558.0
INE342J01019,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,29042.03,2551.9,ZFCVINDIA,533023.0
INE891D01026,REDINGTON,Redington Ltd.,Commodity Trading  & Distribution,Commercial Services & Supplies,29027.28,371.3,REDINGTON,532805.0
INE382Z01011,GRSE,Garden Reach Shipbuilders & Engineers Ltd.,Aerospace & Defence,General Industrials,29018.31,2533.2,GRSE,542011.0
INE522D01027,MANAPPURAM,Manappuram Finance Ltd.,Finance (including NBFCs),Banking and Finance,28753.39,339.7,MANAPPURAM,531213.0
INE149A01033,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd.,Holding Companies,Diversified,28649.21,1525.7,CHOLAHLDNG,504973.0
INE0DK501011,PPLPHARMA,Piramal Pharma Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,28520.14,214.22,PPLPHARMA,543635.0
INE483A01010,CENTRALBK,Central Bank of India,Banks,Banking and Finance,28131.76,31.08,CENTRALBK,532885.0
INE0DYJ01015,SYRMA,Syrma SGS Technology Ltd.,Other Electrical Equipment/Products,Consumer Durables,28047.81,1457.3,SYRMA,543573.0
INE0CAZ01013,URBANCO,Urban Company Ltd.,Special Consumer Services,Diversified Consumer Services,27927.35,181.09,URBANCO,544515.0
INE777K01022,RRKABEL,R R Kabel Ltd.,Wires & Cables,Consumer Durables,27757.22,2454.1,RRKABEL,543981.0
INE530B01024,IIFL,IIFL Finance Ltd.,Other Financial Services,Banking and Finance,27698.68,651.15,IIFL,532636.0
INE732I01021,ANGELONE,Angel One Ltd.,Capital Markets,Banking and Finance,27402.81,299.8,ANGELONE,543235.0
INE039A01010,IFCI,IFCI Ltd.,Financial Institutions,Banking and Finance,27314.96,101.38,IFCI,500106.0
INE438A01022,APOLLOTYRE,Apollo Tyres Ltd.,Auto Tyres & Rubber Products,Automobiles & Auto Components,27280.76,429.55,APOLLOTYRE,500877.0
INE105A01035,TVSHLTD,TVS Holdings Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,27058.41,13374.0,TVSHLTD,520056.0
INE180C01042,CGCL,Capri Global Capital Ltd.,Finance (including NBFCs),Banking and Finance,26930.69,279.9,CGCL,531595.0
INE545U01014,BANDHANBNK,Bandhan Bank Ltd.,Banks,Banking and Finance,26575.29,164.95,BANDHANBNK,541153.0
INE371P01015,AMBER,Amber Enterprises India Ltd.,Consumer Electronics,Consumer Durables,26359.15,7474.0,AMBER,540902.0
INE248A01017,ITI,ITI Ltd.,Telecom Equipment,Telecommunications Equipment,26184.17,272.5,ITI,523610.0
INE473B01035,HATSUN,Hatsun Agro Products Ltd.,Packaged Foods,FMCG,26034.88,1168.8,HATSUN,531531.0
INE00FF01025,ACUTAAS,Acutaas Chemicals Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,25940.86,3168.5,ACUTAAS,543349.0
INE0IX101010,DATAPATTNS,Data Patterns (India) Ltd.,Aerospace & Defence,General Industrials,25668.66,4585.0,DATAPATTNS,543428.0
INE002L01015,SJVN,SJVN Ltd.,Green & Renewable Energy,Utilities,25634.05,65.23,SJVN,533206.0
INE387A01021,SUNDRMFAST,Sundram Fasteners Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,25473.87,1212.3,SUNDRMFAST,500403.0
INE317I01021,METROBRAND,Metro Brands Ltd.,Footwear,Retailing,25327.95,929.15,METROBRAND,543426.0
INE179A01014,PGHH,Procter & Gamble Hygiene & Healthcare Ltd.,Personal Products,FMCG,24889.24,7667.5,PGHH,500459.0
INE844O01030,GUJENERGY,Gujarat Energy Ltd.,Utilities:Non-Electrical,Utilities,24730.83,263.59,GUJENERGY,539336.0
INE258G01013,SUMICHEM,Sumitomo Chemical India Ltd.,Agrochemicals,Chemicals & Petrochemicals,24627.85,493.4,SUMICHEM,542920.0
INE439A01020,ASAHIINDIA,Asahi India Glass Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,24368.49,955.9,ASAHIINDIA,515030.0
INE699H01024,AWL,AWL Agri Business Ltd.,Edible Oils,FMCG,24341.68,187.29,AWL,543458.0
INE0FS801015,MSUMI,Motherson Sumi Wiring India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,24218.83,36.52,MSUMI,543498.0
INE918Z01012,KAYNES,Kaynes Technology India Ltd.,Other Electrical Equipment/Products,Consumer Durables,24119.09,3598.0,KAYNES,543664.0
INE012A01025,ACC,ACC Ltd.,Cement & Cement Products,Cement and Construction,24108.13,1283.8,ACC,500410.0
INE220B01022,KPIL,Kalpataru Projects International Ltd.,Construction & Engineering,Cement and Construction,24020.86,1406.6,KPIL,522287.0
INE524A01029,GABRIEL,Gabriel India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,23982.76,1353.2,GABRIEL,505714.0
INE367G01038,PFOCUS,Prime Focus Ltd.,Movies & Entertainment,Media,23908.36,307.0,PFOCUS,532748.0
INE322A01010,GILLETTE,Gillette India Ltd.,Personal Products,FMCG,23827.93,7312.5,GILLETTE,507815.0
INE03JT01014,GODIGIT,Go Digit General Insurance Ltd.,General Insurance,Banking and Finance,23821.58,258.3,GODIGIT,544179.0
INE821I01022,IRB,IRB Infrastructure Developers Ltd.,Roads & Highways,Cement and Construction,23733.27,19.65,IRB,532947.0
INE953O01021,SANSERA,Sansera Engineering Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,23604.79,3782.6,SANSERA,543358.0
INE325A01013,TIMKEN,Timken India Ltd.,Abrasives & Bearings,General Industrials,23508.1,3125.3,TIMKEN,522113.0
INE491A01021,CUB,City Union Bank Ltd.,Banks,Banking and Finance,23383.57,236.01,CUB,532210.0
INE095N01031,NBCC,NBCC (India) Ltd.,Construction & Engineering,Cement and Construction,23382.0,86.6,NBCC,534309.0
INE288B01029,DEEPAKNTR,Deepak Nitrite Ltd.,Commodity Chemicals,Chemicals & Petrochemicals,23355.94,1712.4,DEEPAKNTR,506401.0
INE880L01014,KIOCL,KIOCL Ltd.,Iron & Steel/Interm.Products,Metals & Mining,23222.17,382.1,KIOCL,540680.0
INE741K01010,CREDITACC,CreditAccess Grameen Ltd.,Microfinance Institutions,Banking and Finance,23155.17,1443.1,CREDITACC,541770.0
INE419M01035,TDPOWERSYS,TD Power Systems Ltd.,Heavy Electrical Equipment,General Industrials,23124.94,740.1,TDPOWERSYS,533553.0
INE451A01017,FORCEMOT,Force Motors Ltd.,Cars & Utility Vehicles,Automobiles & Auto Components,23058.52,17500.0,FORCEMOT,500033.0
INE894V01022,BELRISE,Belrise Industries Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,22907.96,236.86,BELRISE,544405.0
INE980O01024,JYOTICNC,Jyoti CNC Automation Ltd.,Industrial Machinery,General Industrials,22831.01,1003.9,JYOTICNC,544081.0
INE00WC01027,AFFLE,Affle 3I Ltd.,Internet Software & Services,Software & Services,22778.8,1616.5,AFFLE,542752.0
INE791I01019,BRIGADE,Brigade Enterprises Ltd.,Realty,Realty,22710.91,696.1,BRIGADE,532929.0
INE1C6T01020,EMMVEE,Emmvee Photovoltaic Power Ltd.,Other Electrical Equipment/Products,Consumer Durables,22515.06,325.2,EMMVEE,544608.0
INE242C01024,ANANTRAJ,Anant Raj Ltd.,Realty,Realty,22508.5,625.45,ANANTRAJ,515055.0
INE686A01026,CEMPRO,Cemindia Projects Ltd.,Construction & Engineering,Cement and Construction,22287.72,1297.4,CEMPRO,509496.0
INE670A01012,TATAELXSI,Tata Elxsi Ltd.,IT Consulting & Software,Software & Services,22168.37,3558.0,TATAELXSI,500408.0
INE203G01027,IGL,Indraprastha Gas Ltd.,Utilities:Non-Electrical,Utilities,22125.63,158.04,IGL,532514.0
INE864I01014,MTARTECH,MTAR Technologies Ltd.,Aerospace & Defence,General Industrials,22026.95,7161.0,MTARTECH,543270.0
INE0W2G01015,SAGILITY,Sagility Ltd.,Misc. Commercial Services,Commercial Services & Supplies,21917.98,46.82,SAGILITY,544282.0
INE536A01023,GRINDWELL,Grindwell Norton Ltd.,Abrasives & Bearings,General Industrials,21728.8,1962.5,GRINDWELL,506076.0
INE178A01016,CHENNPETRO,Chennai Petroleum Corporation Ltd.,Refineries/Petro-Products,Oil & Gas,21624.91,1452.2,CHENNPETRO,500110.0
INE0BWX01014,AETHER,Aether Industries Ltd.,Specialty Chemicals,Chemicals & Petrochemicals,21576.23,1625.6,AETHER,543534.0
INE120A01034,CARBORUNIV,Carborundum Universal Ltd.,Abrasives & Bearings,General Industrials,21538.54,1130.6,CARBORUNIV,513375.0
INE475E01026,CAPLIPOINT,Caplin Point Laboratories Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,21365.37,2810.8,CAPLIPOINT,524742.0
INE883F01010,AADHARHFC,Aadhar Housing Finance Ltd.,Housing Finance,Banking and Finance,21189.48,483.55,AADHARHFC,544176.0
INE330T01021,HAPPYFORGE,Happy Forgings Ltd.,Castings & Forgings,General Industrials,21126.67,2238.5,HAPPYFORGE,544057.0
INE182A01018,PFIZER,Pfizer Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,21088.32,4609.7,PFIZER,500680.0
INE526E01018,SHRIPISTON,SPR Auto Technologies Ltd,Auto Parts & Equipment,Automobiles & Auto Components,21045.0,4536.9,SHRIPISTON,544344.0
INE101D01020,GRANULES,Granules India Ltd.,Pharmaceuticals,Pharmaceuticals & Biotechnology,21020.61,848.3,GRANULES,532482.0
INE331A01037,RAMCOCEM,The Ramco Cements Ltd.,Cement & Cement Products,Cement and Construction,20900.06,884.5,RAMCOCEM,500260.0
INE19RI01016,TENNIND,Tenneco Clean Air India Ltd.,Auto Parts & Equipment,Automobiles & Auto Components,20888.54,517.55,TENNIND,544612.0
INE616N01034,INOXINDIA,Inox India Ltd.,Other Industrial Products,General Industrials,20401.82,2247.8,INOXINDIA,544046.0
INE285A01027,ELGIEQUIP,Elgi Equipments Ltd.,Compressors & Pumps,General Industrials,20348.73,642.1,ELGIEQUIP,522074.0
INE269B01029,LMW,LMW Ltd.,Industrial Machinery,General Industrials,20056.26,18774.0,LMW,500252.0
INE192B01031,WELSPUNLIV,Welspun Living Ltd.,Textiles,Textiles Apparels & Accessories,19999.29,208.51,WELSPUNLIV,514162.0
INE989C01038,DIACABS,Diamond Power Infrastructure Ltd.,Other Electrical Equipment/Products,Consumer Durables,19844.0,331.8,DIACABS,522163.0
INE217B01036,KAJARIACER,Kajaria Ceramics Ltd.,Ceramics,Consumer Durables,19745.96,1239.6,KAJARIACER,500233.0
INE427F01016,CHALET,Chalet Hotels Ltd.,Hotels,Hotels Restaurants & Tourism,19638.3,896.75,CHALET,542399.0
INE017A01032,GESHIP,Great Eastern Shipping Company Ltd.,Shipping,Transportation,19554.82,1369.7,GESHIP,500620.0
INE324A01032,JINDALSAW,Jindal Saw Ltd.,Iron & Steel/Interm.Products,Metals & Mining,19524.19,305.3,JINDALSAW,500378.0
INE00IT01020,MILKYMIST,Milky Mist Dairy Food Ltd.,Packaged Foods,FMCG,19433.16,252.43,MILKYMIST,544868.0
INE486A01021,CESC,CESC Ltd.,Power - Electric Utilities,Utilities,19419.61,146.5,CESC,500084.0
INE292B01021,HBLENGINE,HBL Engineering Ltd.,Other Electrical Equipment/Products,Consumer Durables,19285.84,695.75,HBLENGINE,517271.0
